date,Liabilities,Assets,VAR,VAR_DATE,timestamp
2022-01-07,13520171331.583185,5761007609.840404,-2.687388059589653,2021-01-12,1641513600.0
2022-01-06,13896097128.337732,5863126422.725506,-3.075310948389771,2021-05-06,1641427200.0
2022-01-05,14130066555.753483,5976382003.255743,-4.144633697820894,2021-01-09,1641340800.0
2022-01-04,14593541048.309492,6042012339.428956,-4.425462585523285,2021-01-08,1641254400.0
2022-01-03,14548850664.466896,6035753733.784558,-4.424288033784452,2021-01-06,1641168000.0
2022-01-02,14648049041.80351,6030914631.807991,-4.4963679790855515,2021-01-06,1641081600.0
2022-01-01,14558850616.83712,6053140999.486566,-4.426920656186832,2021-01-06,1640995200.0
2021-12-31,14436379208.14089,5989151969.82863,-4.3076765775705415,2021-01-06,1640908800.0
2021-12-30,14453483742.282995,6032035826.423911,-4.281916474607789,2021-01-06,1640822400.0
2021-12-29,14505873939.435875,6125121596.712765,-4.214476167452628,2021-01-06,1640736000.0
2021-12-28,14935124723.235865,6137786865.169936,-4.467356764547258,2021-01-06,1640649600.0
2021-12-27,15430723945.413588,6141501251.982289,-4.756698242004767,2021-01-06,1640563200.0
2021-12-26,15490928706.481077,6199065868.305715,-4.78357341523064,2021-01-06,1640476800.0
2021-12-25,15017824708.82668,5914867597.033514,-4.785294343950528,2021-01-06,1640390400.0
2021-12-24,14748515719.282427,5760524196.853115,-4.7221225928659765,2021-01-06,1640304000.0
2021-12-23,14755302766.597988,5713232626.589463,-4.705835058537824,2021-01-06,1640217600.0
2021-12-22,14350220758.828722,5684683303.18915,-4.490889679001182,2021-01-06,1640131200.0
2021-12-21,14233904520.507616,5659285051.960564,-4.435042216037424,2021-01-06,1640044800.0
2021-12-20,14072129402.887403,5595257668.464429,-4.3047242939018595,2021-01-06,1639958400.0
2021-12-19,14078181923.646133,5577257198.081173,-4.293946854260718,2021-01-06,1639872000.0
2021-12-18,14201066700.610802,5641203872.441929,-4.342539099177049,2021-01-06,1639785600.0
2021-12-17,14180290533.512934,5742831350.05758,-4.205404067229778,2021-01-08,1639699200.0
2021-12-16,14213321538.15082,5682344120.065071,-4.308516625453685,2021-01-06,1639612800.0
2021-12-15,14182094703.6771,5633385984.434938,-4.342662419667535,2021-01-06,1639526400.0
2021-12-14,13865749859.087492,5610309766.027536,-4.140400500812045,2021-01-06,1639440000.0
2021-12-13,14151416581.768028,5848036233.674997,-4.136407826476388,2021-01-06,1639353600.0
2021-12-12,14814195793.801897,5910849425.094593,-4.576208352615876,2021-01-06,1639267200.0
2021-12-11,14588316052.165695,5967470752.191226,-4.508605140249042,2021-01-06,1639180800.0
2021-12-09,14638902769.378393,5888881292.559515,-4.666123539904093,2021-01-06,1639008000.0
2021-12-08,15111173343.983467,5924879444.706732,-4.973528629819307,2021-01-06,1638921600.0
2021-12-07,15026002142.493885,6005640940.218789,-4.852660368904544,2021-01-06,1638835200.0
2021-12-06,14926370370.947292,5998588025.159744,-4.826715353313407,2021-01-06,1638748800.0
2021-12-05,14616245417.123701,5953672523.8074465,-4.632132451233236,2021-01-06,1638662400.0
2021-12-04,14593265423.839094,5960947839.165739,-4.5906561928288205,2021-01-06,1638576000.0
2021-12-03,15235069738.850687,6135221087.59102,-4.848229340981249,2021-01-06,1638489600.0
2021-12-02,15882755762.368208,6152273286.314819,-5.215017920299498,2021-01-06,1638403200.0
2021-12-01,16110520559.024117,6191259807.563026,-5.268577711437777,2021-01-06,1638316800.0
2021-11-30,16217419021.13091,6178495065.663832,-5.316097217038503,2021-01-06,1638230400.0
2021-11-29,15869543456.29617,6102558735.715387,-5.083406732328575,2021-01-06,1638144000.0
2021-11-28,15496945874.323725,6059712238.315597,-4.850199403331164,2021-01-08,1638057600.0
2021-11-27,15083724212.051245,5980835227.229086,-4.680789515810818,2021-01-08,1637971200.0
2021-11-26,14970793373.258705,5921969720.123285,-4.661020258452369,2021-01-06,1637884800.0
2021-11-25,16397301855.009558,6083313220.823926,-5.392205512158044,2021-01-09,1637798400.0
2021-11-23,16250754986.400976,6146783585.859107,-5.18828291759229,2021-01-09,1637625600.0
2021-11-22,16012196944.112268,6202723918.388148,-4.981304749314508,2021-01-09,1637539200.0
2021-11-21,16402017835.143423,6179476656.740903,-5.212733324195865,2021-01-09,1637452800.0
2021-11-20,16492385155.218023,6134678117.650222,-5.323887214770527,2021-01-09,1637366400.0
2021-11-19,16041329740.35687,5918193543.624564,-5.18591969013697,2021-01-09,1637280000.0
2021-11-18,15515977467.487272,5919349488.325593,-4.874286404184002,2021-01-09,1637193600.0
2021-11-17,16269886100.17486,6018985449.47857,-5.265675270548342,2021-01-09,1637107200.0
2021-11-16,16185738693.712261,6153226746.117268,-5.222772580539077,2021-01-09,1637020800.0
2021-11-15,16928784360.419216,6250388465.910873,-5.632829888182809,2021-01-09,1636934400.0
2021-11-14,17136650657.660616,6319072071.363266,-5.696572293086108,2021-01-09,1636848000.0
2021-11-13,17072646801.676285,6249368361.182559,-5.7253991507088156,2021-01-09,1636761600.0
2021-11-12,17261977084.369152,6461523610.865914,-5.71066871923135,2021-01-09,1636675200.0
2021-11-11,17268583805.55267,6431186014.575326,-5.703695746855612,2021-01-09,1636588800.0
2021-11-10,17135662953.196068,6444599100.082761,-5.627716058012782,2021-01-09,1636502400.0
2021-11-09,17354646591.27149,6474146775.58187,-5.772161981801383,2021-01-09,1636416000.0
2021-11-08,17448721617.246006,6464973994.890028,-5.808072069259359,2021-01-09,1636329600.0
2021-11-07,16819753005.385954,6303013531.279331,-5.523086608309719,2021-01-09,1636243200.0
