timestamp,Transaction hash,from,amount,transactionFee(in ether),to,state(w.r.t wallet_adress),topic,args,data
05-05-2020 21:07,0x2ef96febd1777e0403768e45e46dbd677f21079ba5f88297b500806b6fef23cb,0xf164fc0ec4e93095b804a4795bbe1e041497b92a,0.004854368932 WETH,0.002823624,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,OUT,Mint,['0x000000000000000000000000f164fc0ec4e93095b804a4795bbe1e041497b92a'],"[1000000.0, 4854368932000000.0]"
05-05-2020 21:09,0x932cb88306450d481a0e43365a3ed832625b68f036e9887684ef6da594891366,0xf164fc0ec4e93095b804a4795bbe1e041497b92a,4.873849709289e-06 WETH,0.002043873,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,OUT,Deposit,['0x000000000000000000000000f164fc0ec4e93095b804a4795bbe1e041497b92a'],[4873849709289.0]
05-05-2020 21:09,0x932cb88306450d481a0e43365a3ed832625b68f036e9887684ef6da594891366,0xf164fc0ec4e93095b804a4795bbe1e041497b92a,4.873849709289e-06 WETH,0.002043873,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,OUT,Transfer,"['0x000000000000000000000000f164fc0ec4e93095b804a4795bbe1e041497b92a', '0x000000000000000000000000b4e16d0168e52d35cacd2c6185b44281ec28c9dc']",[4873849709289.0]
05-05-2020 21:09,0x932cb88306450d481a0e43365a3ed832625b68f036e9887684ef6da594891366,0xf164fc0ec4e93095b804a4795bbe1e041497b92a,4.873849709289e-06 WETH,0.002043873,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,OUT,Transfer,"['0x000000000000000000000000b4e16d0168e52d35cacd2c6185b44281ec28c9dc', '0x0000000000000000000000008688a84fcfd84d8f78020d0fc0b35987cc58911f']",[1000.0]
05-05-2020 21:09,0x932cb88306450d481a0e43365a3ed832625b68f036e9887684ef6da594891366,0xf164fc0ec4e93095b804a4795bbe1e041497b92a,4.873849709289e-06 WETH,0.002043873,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,OUT,Sync,[],"[999000.0, 4859242781709289.0]"
05-05-2020 21:09,0x932cb88306450d481a0e43365a3ed832625b68f036e9887684ef6da594891366,0xf164fc0ec4e93095b804a4795bbe1e041497b92a,4.873849709289e-06 WETH,0.002043873,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,OUT,Swap,"['0x000000000000000000000000f164fc0ec4e93095b804a4795bbe1e041497b92a', '0x0000000000000000000000008688a84fcfd84d8f78020d0fc0b35987cc58911f']","[0.0, 4873849709289.0, 1000.0, 0.0]"
05-05-2020 21:09,0x932cb88306450d481a0e43365a3ed832625b68f036e9887684ef6da594891366,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,0.001 USDC,0.002043873,0x8688a84fcfd84d8f78020d0fc0b35987cc58911f,IN,Deposit,['0x000000000000000000000000f164fc0ec4e93095b804a4795bbe1e041497b92a'],[4873849709289.0]
05-05-2020 21:09,0x932cb88306450d481a0e43365a3ed832625b68f036e9887684ef6da594891366,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,0.001 USDC,0.002043873,0x8688a84fcfd84d8f78020d0fc0b35987cc58911f,IN,Transfer,"['0x000000000000000000000000f164fc0ec4e93095b804a4795bbe1e041497b92a', '0x000000000000000000000000b4e16d0168e52d35cacd2c6185b44281ec28c9dc']",[4873849709289.0]
05-05-2020 21:09,0x932cb88306450d481a0e43365a3ed832625b68f036e9887684ef6da594891366,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,0.001 USDC,0.002043873,0x8688a84fcfd84d8f78020d0fc0b35987cc58911f,IN,Transfer,"['0x000000000000000000000000b4e16d0168e52d35cacd2c6185b44281ec28c9dc', '0x0000000000000000000000008688a84fcfd84d8f78020d0fc0b35987cc58911f']",[1000.0]
05-05-2020 21:09,0x932cb88306450d481a0e43365a3ed832625b68f036e9887684ef6da594891366,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,0.001 USDC,0.002043873,0x8688a84fcfd84d8f78020d0fc0b35987cc58911f,IN,Sync,[],"[999000.0, 4859242781709289.0]"
05-05-2020 21:09,0x932cb88306450d481a0e43365a3ed832625b68f036e9887684ef6da594891366,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,0.001 USDC,0.002043873,0x8688a84fcfd84d8f78020d0fc0b35987cc58911f,IN,Swap,"['0x000000000000000000000000f164fc0ec4e93095b804a4795bbe1e041497b92a', '0x0000000000000000000000008688a84fcfd84d8f78020d0fc0b35987cc58911f']","[0.0, 4873849709289.0, 1000.0, 0.0]"
05-05-2020 21:12,0x697b7aaca56a80a8d3a2f560ed7f1ecb97c22b2edd6eddc88ba4e89d96acf3c2,0xf164fc0ec4e93095b804a4795bbe1e041497b92a,4.9280731798118e-05 WETH,0.002035536,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,OUT,Deposit,['0x000000000000000000000000f164fc0ec4e93095b804a4795bbe1e041497b92a'],[49280731798118.0]
05-05-2020 21:12,0x697b7aaca56a80a8d3a2f560ed7f1ecb97c22b2edd6eddc88ba4e89d96acf3c2,0xf164fc0ec4e93095b804a4795bbe1e041497b92a,4.9280731798118e-05 WETH,0.002035536,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,OUT,Transfer,"['0x000000000000000000000000f164fc0ec4e93095b804a4795bbe1e041497b92a', '0x000000000000000000000000b4e16d0168e52d35cacd2c6185b44281ec28c9dc']",[49280731798118.0]
05-05-2020 21:12,0x697b7aaca56a80a8d3a2f560ed7f1ecb97c22b2edd6eddc88ba4e89d96acf3c2,0xf164fc0ec4e93095b804a4795bbe1e041497b92a,4.9280731798118e-05 WETH,0.002035536,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,OUT,Transfer,"['0x000000000000000000000000b4e16d0168e52d35cacd2c6185b44281ec28c9dc', '0x00000000000000000000000011e4857bb9993a50c685a79afad4e6f65d518dda']",[10000.0]
05-05-2020 21:12,0x697b7aaca56a80a8d3a2f560ed7f1ecb97c22b2edd6eddc88ba4e89d96acf3c2,0xf164fc0ec4e93095b804a4795bbe1e041497b92a,4.9280731798118e-05 WETH,0.002035536,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,OUT,Sync,[],"[989000.0, 4908523513507407.0]"
05-05-2020 21:12,0x697b7aaca56a80a8d3a2f560ed7f1ecb97c22b2edd6eddc88ba4e89d96acf3c2,0xf164fc0ec4e93095b804a4795bbe1e041497b92a,4.9280731798118e-05 WETH,0.002035536,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,OUT,Swap,"['0x000000000000000000000000f164fc0ec4e93095b804a4795bbe1e041497b92a', '0x00000000000000000000000011e4857bb9993a50c685a79afad4e6f65d518dda']","[0.0, 49280731798118.0, 10000.0, 0.0]"
05-05-2020 21:12,0x697b7aaca56a80a8d3a2f560ed7f1ecb97c22b2edd6eddc88ba4e89d96acf3c2,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,0.01 USDC,0.002035536,0x11e4857bb9993a50c685a79afad4e6f65d518dda,IN,Deposit,['0x000000000000000000000000f164fc0ec4e93095b804a4795bbe1e041497b92a'],[49280731798118.0]
05-05-2020 21:12,0x697b7aaca56a80a8d3a2f560ed7f1ecb97c22b2edd6eddc88ba4e89d96acf3c2,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,0.01 USDC,0.002035536,0x11e4857bb9993a50c685a79afad4e6f65d518dda,IN,Transfer,"['0x000000000000000000000000f164fc0ec4e93095b804a4795bbe1e041497b92a', '0x000000000000000000000000b4e16d0168e52d35cacd2c6185b44281ec28c9dc']",[49280731798118.0]
05-05-2020 21:12,0x697b7aaca56a80a8d3a2f560ed7f1ecb97c22b2edd6eddc88ba4e89d96acf3c2,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,0.01 USDC,0.002035536,0x11e4857bb9993a50c685a79afad4e6f65d518dda,IN,Transfer,"['0x000000000000000000000000b4e16d0168e52d35cacd2c6185b44281ec28c9dc', '0x00000000000000000000000011e4857bb9993a50c685a79afad4e6f65d518dda']",[10000.0]
05-05-2020 21:12,0x697b7aaca56a80a8d3a2f560ed7f1ecb97c22b2edd6eddc88ba4e89d96acf3c2,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,0.01 USDC,0.002035536,0x11e4857bb9993a50c685a79afad4e6f65d518dda,IN,Sync,[],"[989000.0, 4908523513507407.0]"
05-05-2020 21:12,0x697b7aaca56a80a8d3a2f560ed7f1ecb97c22b2edd6eddc88ba4e89d96acf3c2,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,0.01 USDC,0.002035536,0x11e4857bb9993a50c685a79afad4e6f65d518dda,IN,Swap,"['0x000000000000000000000000f164fc0ec4e93095b804a4795bbe1e041497b92a', '0x00000000000000000000000011e4857bb9993a50c685a79afad4e6f65d518dda']","[0.0, 49280731798118.0, 10000.0, 0.0]"
06-05-2020 16:24,0x43b6bfd06dde0814fe9c1b63ce98ec4c67c72d96169d73e13bf2b409d0551b58,0xf164fc0ec4e93095b804a4795bbe1e041497b92a,4.983090479442e-06 WETH,0.001653873,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,OUT,Deposit,['0x000000000000000000000000f164fc0ec4e93095b804a4795bbe1e041497b92a'],[4983090479442.0]
06-05-2020 16:24,0x43b6bfd06dde0814fe9c1b63ce98ec4c67c72d96169d73e13bf2b409d0551b58,0xf164fc0ec4e93095b804a4795bbe1e041497b92a,4.983090479442e-06 WETH,0.001653873,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,OUT,Transfer,"['0x000000000000000000000000f164fc0ec4e93095b804a4795bbe1e041497b92a', '0x000000000000000000000000b4e16d0168e52d35cacd2c6185b44281ec28c9dc']",[4983090479442.0]
06-05-2020 16:24,0x43b6bfd06dde0814fe9c1b63ce98ec4c67c72d96169d73e13bf2b409d0551b58,0xf164fc0ec4e93095b804a4795bbe1e041497b92a,4.983090479442e-06 WETH,0.001653873,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,OUT,Transfer,"['0x000000000000000000000000b4e16d0168e52d35cacd2c6185b44281ec28c9dc', '0x0000000000000000000000008688a84fcfd84d8f78020d0fc0b35987cc58911f']",[1000.0]
06-05-2020 16:24,0x43b6bfd06dde0814fe9c1b63ce98ec4c67c72d96169d73e13bf2b409d0551b58,0xf164fc0ec4e93095b804a4795bbe1e041497b92a,4.983090479442e-06 WETH,0.001653873,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,OUT,Sync,[],"[988000.0, 4913506603986849.0]"
06-05-2020 16:24,0x43b6bfd06dde0814fe9c1b63ce98ec4c67c72d96169d73e13bf2b409d0551b58,0xf164fc0ec4e93095b804a4795bbe1e041497b92a,4.983090479442e-06 WETH,0.001653873,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,OUT,Swap,"['0x000000000000000000000000f164fc0ec4e93095b804a4795bbe1e041497b92a', '0x0000000000000000000000008688a84fcfd84d8f78020d0fc0b35987cc58911f']","[0.0, 4983090479442.0, 1000.0, 0.0]"
06-05-2020 16:24,0x43b6bfd06dde0814fe9c1b63ce98ec4c67c72d96169d73e13bf2b409d0551b58,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,0.001 USDC,0.001653873,0x8688a84fcfd84d8f78020d0fc0b35987cc58911f,IN,Deposit,['0x000000000000000000000000f164fc0ec4e93095b804a4795bbe1e041497b92a'],[4983090479442.0]
06-05-2020 16:24,0x43b6bfd06dde0814fe9c1b63ce98ec4c67c72d96169d73e13bf2b409d0551b58,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,0.001 USDC,0.001653873,0x8688a84fcfd84d8f78020d0fc0b35987cc58911f,IN,Transfer,"['0x000000000000000000000000f164fc0ec4e93095b804a4795bbe1e041497b92a', '0x000000000000000000000000b4e16d0168e52d35cacd2c6185b44281ec28c9dc']",[4983090479442.0]
06-05-2020 16:24,0x43b6bfd06dde0814fe9c1b63ce98ec4c67c72d96169d73e13bf2b409d0551b58,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,0.001 USDC,0.001653873,0x8688a84fcfd84d8f78020d0fc0b35987cc58911f,IN,Transfer,"['0x000000000000000000000000b4e16d0168e52d35cacd2c6185b44281ec28c9dc', '0x0000000000000000000000008688a84fcfd84d8f78020d0fc0b35987cc58911f']",[1000.0]
06-05-2020 16:24,0x43b6bfd06dde0814fe9c1b63ce98ec4c67c72d96169d73e13bf2b409d0551b58,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,0.001 USDC,0.001653873,0x8688a84fcfd84d8f78020d0fc0b35987cc58911f,IN,Sync,[],"[988000.0, 4913506603986849.0]"
06-05-2020 16:24,0x43b6bfd06dde0814fe9c1b63ce98ec4c67c72d96169d73e13bf2b409d0551b58,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,0.001 USDC,0.001653873,0x8688a84fcfd84d8f78020d0fc0b35987cc58911f,IN,Swap,"['0x000000000000000000000000f164fc0ec4e93095b804a4795bbe1e041497b92a', '0x0000000000000000000000008688a84fcfd84d8f78020d0fc0b35987cc58911f']","[0.0, 4983090479442.0, 1000.0, 0.0]"
06-05-2020 18:51,0x735cf98e86a5df67b6a837ae50de1d7a589d9f6baaf0e1ac95e992884a182ce2,0x8688a84fcfd84d8f78020d0fc0b35987cc58911f,0.000689 USDC,0.002943941,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,OUT,Transfer,"['0x0000000000000000000000008688a84fcfd84d8f78020d0fc0b35987cc58911f', '0x000000000000000000000000b4e16d0168e52d35cacd2c6185b44281ec28c9dc']",[689.0]
06-05-2020 18:51,0x735cf98e86a5df67b6a837ae50de1d7a589d9f6baaf0e1ac95e992884a182ce2,0x8688a84fcfd84d8f78020d0fc0b35987cc58911f,0.000689 USDC,0.002943941,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,OUT,Transfer,"['0x000000000000000000000000b4e16d0168e52d35cacd2c6185b44281ec28c9dc', '0x00000000000000000000000012ede161c702d1494612d19f05992f43aa6a26fb']",[3412398195916.0]
06-05-2020 18:51,0x735cf98e86a5df67b6a837ae50de1d7a589d9f6baaf0e1ac95e992884a182ce2,0x8688a84fcfd84d8f78020d0fc0b35987cc58911f,0.000689 USDC,0.002943941,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,OUT,Sync,[],"[988689.0, 4910094205790933.0]"
06-05-2020 18:51,0x735cf98e86a5df67b6a837ae50de1d7a589d9f6baaf0e1ac95e992884a182ce2,0x8688a84fcfd84d8f78020d0fc0b35987cc58911f,0.000689 USDC,0.002943941,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,OUT,Swap,"['0x000000000000000000000000f164fc0ec4e93095b804a4795bbe1e041497b92a', '0x00000000000000000000000012ede161c702d1494612d19f05992f43aa6a26fb']","[689.0, 0.0, 0.0, 3412398195916.0]"
06-05-2020 18:51,0x735cf98e86a5df67b6a837ae50de1d7a589d9f6baaf0e1ac95e992884a182ce2,0x8688a84fcfd84d8f78020d0fc0b35987cc58911f,0.000689 USDC,0.002943941,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,OUT,Transfer,"['0x00000000000000000000000012ede161c702d1494612d19f05992f43aa6a26fb', '0x0000000000000000000000008688a84fcfd84d8f78020d0fc0b35987cc58911f']",[700000000000000.0]
06-05-2020 18:51,0x735cf98e86a5df67b6a837ae50de1d7a589d9f6baaf0e1ac95e992884a182ce2,0x8688a84fcfd84d8f78020d0fc0b35987cc58911f,0.000689 USDC,0.002943941,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,OUT,Sync,[],"[1.13278875397755e+18, 5509026286089468.0]"
06-05-2020 18:51,0x735cf98e86a5df67b6a837ae50de1d7a589d9f6baaf0e1ac95e992884a182ce2,0x8688a84fcfd84d8f78020d0fc0b35987cc58911f,0.000689 USDC,0.002943941,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,OUT,Swap,"['0x000000000000000000000000f164fc0ec4e93095b804a4795bbe1e041497b92a', '0x0000000000000000000000008688a84fcfd84d8f78020d0fc0b35987cc58911f']","[0.0, 3412398195916.0, 700000000000000.0, 0.0]"
06-05-2020 18:51,0x735cf98e86a5df67b6a837ae50de1d7a589d9f6baaf0e1ac95e992884a182ce2,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,3.412398195916e-06 WETH,0.002943941,0x12ede161c702d1494612d19f05992f43aa6a26fb,IN,Transfer,"['0x0000000000000000000000008688a84fcfd84d8f78020d0fc0b35987cc58911f', '0x000000000000000000000000b4e16d0168e52d35cacd2c6185b44281ec28c9dc']",[689.0]
06-05-2020 18:51,0x735cf98e86a5df67b6a837ae50de1d7a589d9f6baaf0e1ac95e992884a182ce2,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,3.412398195916e-06 WETH,0.002943941,0x12ede161c702d1494612d19f05992f43aa6a26fb,IN,Transfer,"['0x000000000000000000000000b4e16d0168e52d35cacd2c6185b44281ec28c9dc', '0x00000000000000000000000012ede161c702d1494612d19f05992f43aa6a26fb']",[3412398195916.0]
06-05-2020 18:51,0x735cf98e86a5df67b6a837ae50de1d7a589d9f6baaf0e1ac95e992884a182ce2,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,3.412398195916e-06 WETH,0.002943941,0x12ede161c702d1494612d19f05992f43aa6a26fb,IN,Sync,[],"[988689.0, 4910094205790933.0]"
06-05-2020 18:51,0x735cf98e86a5df67b6a837ae50de1d7a589d9f6baaf0e1ac95e992884a182ce2,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,3.412398195916e-06 WETH,0.002943941,0x12ede161c702d1494612d19f05992f43aa6a26fb,IN,Swap,"['0x000000000000000000000000f164fc0ec4e93095b804a4795bbe1e041497b92a', '0x00000000000000000000000012ede161c702d1494612d19f05992f43aa6a26fb']","[689.0, 0.0, 0.0, 3412398195916.0]"
06-05-2020 18:51,0x735cf98e86a5df67b6a837ae50de1d7a589d9f6baaf0e1ac95e992884a182ce2,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,3.412398195916e-06 WETH,0.002943941,0x12ede161c702d1494612d19f05992f43aa6a26fb,IN,Transfer,"['0x00000000000000000000000012ede161c702d1494612d19f05992f43aa6a26fb', '0x0000000000000000000000008688a84fcfd84d8f78020d0fc0b35987cc58911f']",[700000000000000.0]
06-05-2020 18:51,0x735cf98e86a5df67b6a837ae50de1d7a589d9f6baaf0e1ac95e992884a182ce2,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,3.412398195916e-06 WETH,0.002943941,0x12ede161c702d1494612d19f05992f43aa6a26fb,IN,Sync,[],"[1.13278875397755e+18, 5509026286089468.0]"
06-05-2020 18:51,0x735cf98e86a5df67b6a837ae50de1d7a589d9f6baaf0e1ac95e992884a182ce2,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,3.412398195916e-06 WETH,0.002943941,0x12ede161c702d1494612d19f05992f43aa6a26fb,IN,Swap,"['0x000000000000000000000000f164fc0ec4e93095b804a4795bbe1e041497b92a', '0x0000000000000000000000008688a84fcfd84d8f78020d0fc0b35987cc58911f']","[0.0, 3412398195916.0, 700000000000000.0, 0.0]"
07-05-2020 14:56,0x641c3f3d088f427cd8479c8ed5940d6c40e3fee3f72e9c527739d6345fb1491e,0x66666600e43c6d9e1a249d29d58639dedfcd9ade,0.003263 USDC,0.004015415,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,OUT,Transfer,"['0x00000000000000000000000066666600e43c6d9e1a249d29d58639dedfcd9ade', '0x000000000000000000000000b4e16d0168e52d35cacd2c6185b44281ec28c9dc']",[3263.0]
07-05-2020 14:56,0x641c3f3d088f427cd8479c8ed5940d6c40e3fee3f72e9c527739d6345fb1491e,0x66666600e43c6d9e1a249d29d58639dedfcd9ade,0.003263 USDC,0.004015415,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,OUT,Transfer,"['0x00000000000000000000000066666600e43c6d9e1a249d29d58639dedfcd9ade', '0x000000000000000000000000b4e16d0168e52d35cacd2c6185b44281ec28c9dc']",[16204931372248.0]
07-05-2020 14:56,0x641c3f3d088f427cd8479c8ed5940d6c40e3fee3f72e9c527739d6345fb1491e,0x66666600e43c6d9e1a249d29d58639dedfcd9ade,0.003263 USDC,0.004015415,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,OUT,Transfer,"['0x0000000000000000000000000000000000000000000000000000000000000000', '0x000000000000000000000000b2a482fe16b642f73afeeb90a519fe2b5901586c']",[229944889.0]
07-05-2020 14:56,0x641c3f3d088f427cd8479c8ed5940d6c40e3fee3f72e9c527739d6345fb1491e,0x66666600e43c6d9e1a249d29d58639dedfcd9ade,0.003263 USDC,0.004015415,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,OUT,Sync,[],"[991952.0, 4926299137163181.0]"
07-05-2020 14:56,0x641c3f3d088f427cd8479c8ed5940d6c40e3fee3f72e9c527739d6345fb1491e,0x66666600e43c6d9e1a249d29d58639dedfcd9ade,0.003263 USDC,0.004015415,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,OUT,Mint,['0x000000000000000000000000b2a482fe16b642f73afeeb90a519fe2b5901586c'],"[3263.0, 16204931372248.0]"
07-05-2020 14:56,0x641c3f3d088f427cd8479c8ed5940d6c40e3fee3f72e9c527739d6345fb1491e,0x66666600e43c6d9e1a249d29d58639dedfcd9ade,0.003263 USDC,0.004015415,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,OUT,Transfer,"['0x000000000000000000000000b2a482fe16b642f73afeeb90a519fe2b5901586c', '0x00000000000000000000000066666600e43c6d9e1a249d29d58639dedfcd9ade']",[229944889.0]
07-05-2020 14:56,0x641c3f3d088f427cd8479c8ed5940d6c40e3fee3f72e9c527739d6345fb1491e,0x66666600e43c6d9e1a249d29d58639dedfcd9ade,1.6204931372248e-05 WETH,0.004015415,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,OUT,Transfer,"['0x00000000000000000000000066666600e43c6d9e1a249d29d58639dedfcd9ade', '0x000000000000000000000000b4e16d0168e52d35cacd2c6185b44281ec28c9dc']",[3263.0]
