,blockNumber,timeStamp,hash,nonce,blockHash,from,contractAddress,to,tokenID,tokenName,tokenSymbol,tokenDecimal,transactionIndex,gas,gasPrice,gasUsed,cumulativeGasUsed,input,confirmations
0,12018538,1615482334,0x5c4b17423103989a75018bcf6b30e72d79b74b7df0ca9f8c47d4d29be3cad875,5,0xa120c16bb90b64acebd190be633a5e9bebde031df35fe13d1f7a9c4aa3c4296a,0x0000000000000000000000000000000000000000,0x386d661252e4bebab2fd9683538905e4eb0cd0de,0xdd5a1c148ca114af2f4ebc639ce21fed4730a608,96723371255234715881470398456679949809745944550375807096108087601078320922187,boughtthe.top NFT,BTT,0,73,140197,117000000000,140197,5912506,deprecated,2050957
