,blockNumber,timeStamp,hash,nonce,blockHash,from,contractAddress,to,tokenID,tokenName,tokenSymbol,tokenDecimal,transactionIndex,gas,gasPrice,gasUsed,cumulativeGasUsed,input,confirmations
0,6496178,1539277918,0x9d32770f90aa0994fc0ab211bcd1dc82ad3930ac784528e840a9d28d11224dd8,153,0xec9c1425e301db6224b6bb2a8887faa778c7433cf990a2134dba862128d094fb,0xa5a0b7c3dd5dddbfbd51e56b9170bb6d1253788b,0x06012c8cf97bead5deae237070f9587f8e7a266d,0x498b859d2e59958e209d7dd262324c8d31b12b12,1019119,CryptoKitties,CK,0,36,104068,6600000000,69379,3057626,deprecated,7573320
